11,5,14,12,1,3,8,13,10,4,2,15,9,0,6,7
6,15,10,7,5,9,12,14,8,4,3,1,0,11,13,2
3,5,14,6,15,4,7,2,0,11,12,9,8,10,1,13
5,1,6,9,8,2,11,7,3,13,14,4,0,15,12,10
4,1,14,7,3,9,13,5,15,8,2,6,12,11,0,10
15,3,9,2,14,8,12,10,0,13,1,4,5,11,7,6
9,0,5,14,10,3,13,1,6,11,8,12,15,2,7,4
14,6,11,2,12,3,1,15,8,9,7,5,0,13,4,10
9,7,13,14,5,6,11,1,2,12,8,10,15,4,3,0
14,9,8,2,10,0,11,4,13,1,6,7,15,12,5,3
2,11,6,9,5,4,10,14,12,15,13,7,0,1,3,8
2,12,9,6,4,14,0,3,15,13,10,1,7,5,8,11
14,12,7,5,4,6,0,8,9,2,3,1,10,11,13,15
12,0,15,4,6,14,3,11,10,9,5,13,1,7,2,8
0,5,15,2,12,7,6,13,11,9,10,14,4,3,8,1
13,12,14,15,10,9,2,1,8,7,0,11,5,4,6,3
4,14,1,7,13,12,10,3,8,2,15,0,11,5,9,6
7,3,0,9,10,4,6,8,13,1,5,11,14,12,15,2
0,10,8,3,13,2,5,6,12,1,11,14,4,7,15,9
6,14,2,12,0,4,3,1,11,5,9,7,13,10,8,15
7,0,8,11,10,5,6,13,12,4,2,14,9,3,15,1
12,6,10,7,13,11,0,15,9,4,8,3,14,2,5,1
12,9,11,6,8,5,14,13,7,2,4,15,3,0,10,1
9,5,6,10,14,8,2,1,11,3,12,15,4,7,0,13
14,7,10,0,3,6,2,13,5,15,8,1,4,9,11,12
8,14,7,1,12,6,4,3,9,11,5,13,2,0,15,10
5,3,4,9,13,10,1,15,12,8,0,6,2,7,11,14
7,15,5,1,2,14,10,8,6,13,0,3,4,9,12,11
6,13,0,4,14,11,3,5,12,7,15,8,1,2,9,10
12,10,6,1,11,14,2,4,8,5,15,9,7,3,13,0
