6,15,14,3,0,2,7,10,9,13,12,8,11,4,5,1
6,8,15,5,12,11,10,14,1,7,13,4,3,2,9,0
12,6,2,7,9,3,15,11,10,14,5,4,1,0,8,13
1,9,13,11,14,0,4,2,10,5,7,15,3,12,6,8
10,11,7,4,5,6,15,2,8,13,9,1,14,3,12,0
0,1,5,10,4,12,8,11,2,6,13,15,14,9,7,3
10,14,5,9,12,11,1,8,13,15,0,7,4,2,3,6
1,0,2,11,7,4,5,3,13,12,15,9,8,6,10,14
10,13,15,11,14,9,0,12,7,8,3,4,1,2,5,6
15,12,14,8,9,3,0,10,5,11,4,13,2,7,6,1
3,13,9,15,7,5,14,0,6,10,4,1,2,12,8,11
6,12,15,3,9,8,7,5,10,1,13,0,2,11,14,4
15,13,8,10,5,1,7,0,4,2,12,9,14,11,6,3
5,6,4,14,1,15,11,3,0,9,13,12,8,7,10,2
10,15,4,9,2,3,7,5,11,8,0,12,1,6,13,14
3,9,11,8,1,4,10,5,7,0,13,15,6,12,2,14
14,1,13,11,5,15,4,10,7,3,12,0,9,2,6,8
1,12,9,5,6,2,11,15,0,3,7,8,14,4,10,13
2,4,11,10,12,8,14,1,0,6,5,15,13,7,9,3
15,9,12,5,8,13,4,14,3,0,7,6,10,1,2,11
4,12,0,7,5,6,3,10,11,1,13,9,8,14,15,2
0,3,13,15,12,6,14,11,5,7,4,1,10,8,2,9
3,12,10,11,9,5,1,0,14,2,7,13,8,4,6,15
15,3,7,14,2,10,1,5,9,12,8,13,6,11,0,4
7,8,14,10,5,0,6,2,9,1,13,12,3,4,11,15
9,11,1,3,10,6,14,2,13,5,8,12,0,7,15,4
0,2,5,7,13,11,3,9,6,14,8,10,12,1,15,4
4,3,15,14,5,0,11,9,6,7,10,8,13,1,12,2
7,5,15,6,10,0,12,11,4,8,2,1,14,9,13,3
8,6,5,13,12,4,9,11,14,3,1,2,7,15,10,0
