5,3,13,8,9,14,6,0,11,1,10,15,12,2,4,7
11,13,2,7,10,6,5,4,3,0,15,14,12,9,1,8
12,10,11,6,9,13,3,15,8,2,5,14,1,7,0,4
2,10,6,7,15,13,14,12,4,11,8,5,9,1,0,3
13,0,6,5,10,9,14,7,3,11,15,2,4,8,1,12
5,4,6,0,10,15,7,9,8,14,2,11,1,3,13,12
15,2,4,12,1,9,6,14,3,5,10,8,7,11,0,13
4,6,1,7,5,8,10,15,9,14,3,0,11,12,13,2
5,14,13,6,2,0,1,3,8,12,10,4,9,7,11,15
8,4,15,14,1,12,0,5,13,7,3,9,10,2,6,11
3,13,5,15,12,4,11,9,6,1,7,8,10,2,0,14
13,8,11,14,10,6,3,9,15,4,5,12,0,7,1,2
13,9,11,4,12,2,10,1,3,6,14,7,8,0,5,15
7,4,12,1,13,15,2,9,3,14,8,11,5,0,6,10
0,2,11,13,1,6,4,5,3,10,7,12,9,14,8,15
0,12,13,9,6,5,4,15,7,2,11,1,10,8,3,14
5,14,9,3,0,13,11,8,15,6,7,10,1,2,12,4
0,9,8,3,1,5,6,10,2,7,13,4,14,12,15,11
9,12,10,7,3,11,2,13,15,14,5,6,0,8,1,4
9,0,12,3,2,13,1,4,14,11,5,6,10,15,8,7
14,7,11,0,6,9,8,1,3,13,5,2,4,15,12,10
13,0,3,2,1,14,11,8,12,7,6,9,4,10,15,5
14,11,4,8,3,10,6,1,5,2,12,7,9,0,15,13
13,8,1,5,2,11,4,10,3,0,6,15,9,14,7,12
0,9,3,7,15,13,1,2,14,5,4,8,6,12,10,11
14,0,12,10,7,4,9,8,6,11,13,2,3,15,1,5
2,0,13,12,10,15,11,1,3,8,4,14,7,6,9,5
15,12,7,9,2,1,0,5,11,13,8,6,14,4,3,10
3,13,12,4,8,11,10,5,9,1,0,7,6,14,15,2
2,12,8,7,14,0,4,10,5,1,11,15,3,9,13,6
