6,12,5,8,7,10,1,11,15,13,2,4,0,9,14,3
0,1,11,14,5,3,8,7,15,9,10,13,6,4,12,2
9,3,6,2,13,1,7,8,5,4,11,12,0,15,10,14
3,12,10,15,13,6,4,5,7,8,2,11,14,9,0,1
1,5,14,11,7,0,10,15,4,2,8,9,6,3,12,13
9,8,11,2,6,3,14,5,1,0,12,7,10,13,4,15
6,13,10,1,11,3,8,2,9,5,12,0,15,14,4,7
1,5,14,3,15,11,10,9,8,2,0,7,4,13,12,6
15,2,14,8,5,4,7,10,3,12,0,11,13,9,6,1
15,0,6,2,1,8,11,4,7,5,3,9,10,13,12,14
5,11,15,13,12,3,9,1,4,14,2,10,7,0,8,6
9,5,7,10,8,0,1,12,2,3,15,13,11,4,14,6
2,12,7,0,10,5,4,11,13,14,8,3,1,15,9,6
2,10,5,12,3,15,11,14,7,4,13,8,9,1,6,0
14,3,13,8,10,1,7,4,2,11,5,6,12,0,9,15
10,14,9,6,11,7,1,0,8,3,5,4,13,2,12,15
3,15,2,5,6,8,9,13,11,0,4,12,7,14,1,10
7,12,5,9,2,11,10,4,0,14,13,15,1,6,3,8
9,2,12,10,14,8,5,6,0,13,7,1,3,11,15,4
3,15,10,8,5,13,9,12,1,11,0,14,7,4,6,2
1,12,11,4,8,6,5,14,9,3,13,2,7,15,10,0
13,15,5,7,0,14,8,3,12,6,1,11,9,10,2,4
2,4,0,13,5,9,15,10,3,14,12,6,11,7,1,8
4,9,12,6,8,1,5,7,13,11,15,10,3,2,0,14
13,4,10,0,7,1,11,14,5,3,15,8,6,12,9,2
4,6,15,13,11,12,3,8,5,10,7,1,2,0,14,9
6,3,4,1,11,9,15,8,5,12,14,13,0,2,10,7
13,9,15,4,10,11,7,14,1,0,8,6,12,3,2,5
14,1,11,3,8,2,9,10,7,15,5,13,4,6,12,0
1,14,15,4,10,7,2,3,8,9,11,13,5,6,0,12
