3,4,13,0,14,1,5,7,15,6,2,10,11,12,8,9
5,10,0,8,7,2,1,3,9,6,12,14,11,4,15,13
12,1,14,3,5,13,10,7,4,0,9,8,2,11,6,15
12,7,8,6,2,14,0,5,15,4,11,13,3,1,10,9
15,1,8,4,5,7,2,11,3,12,9,0,6,13,14,10
9,14,4,13,2,3,7,1,6,15,8,0,11,5,12,10
5,12,3,4,15,8,1,7,13,14,2,11,0,9,6,10
7,0,4,9,2,14,15,5,8,11,13,6,3,12,1,10
12,14,7,3,15,8,10,11,4,2,1,5,13,0,6,9
15,8,13,5,2,1,6,14,11,12,10,7,3,4,0,9
10,6,15,5,1,9,3,8,14,11,7,12,0,4,2,13
8,3,0,11,15,13,9,6,14,2,4,1,12,5,10,7
5,4,1,0,10,14,8,2,6,3,9,13,15,12,11,7
3,8,2,5,15,0,4,14,6,13,7,9,11,12,1,10
15,8,13,10,0,7,11,14,12,6,3,4,2,1,9,5
8,2,15,0,4,1,12,13,10,11,6,14,7,5,3,9
14,11,4,10,0,8,15,9,13,3,12,5,2,7,6,1
1,7,8,2,4,3,13,11,12,9,0,14,6,10,5,15
9,11,1,6,10,12,13,3,4,14,15,5,7,2,8,0
15,3,11,6,13,0,9,10,4,8,12,1,2,5,14,7
6,15,5,4,7,2,8,1,9,10,11,12,14,3,13,0
6,12,3,2,7,15,13,4,5,9,11,14,8,1,0,10
4,1,12,8,14,11,6,5,0,15,2,13,3,10,7,9
12,10,6,1,2,0,7,3,14,9,13,15,11,5,4,8
3,7,4,10,12,5,2,0,6,9,15,8,11,1,14,13
6,13,11,15,2,12,9,14,7,10,3,4,0,1,8,5
8,2,7,13,6,12,4,10,5,14,15,3,0,1,11,9
2,11,12,15,10,5,9,4,6,0,8,13,14,7,3,1
9,15,5,6,1,7,12,4,14,0,13,8,11,2,10,3
14,13,6,3,2,9,0,1,15,4,10,7,11,8,12,5
