3,5,4,10,7,15,2,8,11,0,14,13,1,12,9,6
8,3,14,13,6,11,5,1,12,10,7,0,2,15,9,4
3,15,6,10,7,8,4,12,0,14,9,1,13,5,2,11
1,9,11,3,4,14,7,6,15,2,12,10,5,13,8,0
1,3,5,14,10,11,9,15,6,7,4,0,2,8,13,12
3,9,13,0,10,15,5,4,8,12,2,1,11,14,7,6
11,7,0,12,10,2,5,3,4,14,9,1,15,8,13,6
5,4,6,9,7,3,11,0,2,8,14,15,10,1,12,13
4,1,0,5,9,6,11,3,15,14,7,12,13,2,8,10
7,15,3,12,4,9,1,14,11,10,13,8,2,6,0,5
4,0,12,8,15,5,10,3,9,14,11,1,6,2,7,13
15,0,8,14,10,6,3,7,5,11,2,13,4,1,9,12
5,15,1,8,4,2,14,10,3,9,0,13,11,12,7,6
1,13,8,7,6,12,14,0,15,2,4,5,10,11,9,3
4,10,3,13,9,0,6,2,15,11,5,12,7,14,1,8
8,4,5,11,15,10,9,6,13,1,0,14,12,3,2,7
10,9,4,12,15,0,13,7,2,5,1,8,14,11,3,6
10,3,0,8,6,11,5,1,7,14,15,2,13,9,4,12
14,12,6,15,8,1,4,13,9,7,11,2,0,5,3,10
15,0,9,7,10,12,13,6,2,5,1,4,11,8,3,14
12,11,3,7,1,5,9,15,8,0,13,4,10,14,2,6
11,2,5,6,14,15,4,10,9,8,0,13,7,12,1,3
11,15,8,9,14,7,1,13,4,6,12,5,3,2,0,10
6,12,15,0,5,13,7,9,2,8,11,4,14,1,10,3
7,3,11,15,6,10,9,1,4,2,13,5,12,14,0,8
0,8,6,5,11,2,10,15,9,12,1,4,7,14,3,13
5,10,3,11,7,2,13,8,12,4,6,14,1,0,15,9
12,3,8,9,14,2,7,10,13,15,5,6,4,1,11,0
8,9,10,4,3,12,11,6,15,13,2,5,7,1,14,0
3,10,7,5,9,1,15,0,11,13,6,14,4,8,2,12
