13,11,8,1,7,3,2,14,0,5,15,12,6,9,4,10
0,5,11,15,1,13,4,3,10,14,6,2,7,9,8,12
14,1,7,12,13,3,10,8,6,9,4,2,0,15,5,11
2,7,14,12,5,13,9,8,6,10,15,3,0,4,1,11
4,8,13,9,15,5,0,3,11,7,1,2,10,12,14,6
15,12,10,7,11,4,9,3,5,13,0,2,14,1,6,8
6,2,3,11,15,7,1,4,10,13,0,12,9,14,8,5
2,6,3,8,11,12,0,4,10,1,15,13,14,5,7,9
1,0,5,8,2,9,11,6,4,10,7,13,3,15,14,12
10,0,13,14,9,12,4,5,11,3,7,15,2,1,8,6
9,0,13,4,14,1,3,7,2,11,12,10,6,8,5,15
7,2,5,12,1,13,4,3,6,10,0,11,14,8,15,9
2,3,13,15,7,0,12,6,4,9,10,5,1,8,14,11
15,2,6,4,10,9,5,3,8,1,14,7,13,12,0,11
10,9,4,3,6,7,14,0,11,2,15,5,1,8,12,13
12,2,0,8,9,5,15,10,13,4,11,6,1,7,14,3
12,4,7,9,10,1,14,8,13,15,3,5,6,2,11,0
10,0,8,9,14,11,1,6,4,12,13,3,15,2,7,5
5,11,7,15,12,8,10,14,0,4,3,13,2,6,9,1
11,14,2,7,8,13,6,1,15,9,10,12,5,0,4,3
4,12,5,3,9,7,15,6,2,1,14,11,10,8,13,0
4,7,2,8,11,6,1,0,14,12,13,3,5,10,15,9
5,0,8,14,12,7,10,6,11,3,2,1,4,13,15,9
7,5,6,8,12,0,13,9,2,11,3,15,14,1,4,10
2,14,12,9,6,11,8,7,3,1,4,0,5,10,13,15
2,6,5,8,13,11,14,4,0,10,9,12,3,7,15,1
10,9,1,7,4,8,3,5,14,2,12,0,15,13,11,6
14,3,2,4,0,12,10,8,9,15,6,1,7,5,13,11
1,6,0,13,8,14,2,5,3,4,10,12,11,7,9,15
0,10,3,12,6,9,15,8,14,11,4,1,13,5,2,7
