12,7,11,4,10,15,14,1,8,13,2,5,6,9,0,3
14,5,8,11,1,3,9,13,15,7,4,12,2,6,10,0
15,14,9,4,8,10,5,3,11,2,13,12,0,1,7,6
11,0,9,4,8,14,3,12,7,5,6,2,15,10,13,1
14,13,11,3,5,8,15,12,2,4,0,7,6,1,10,9
3,9,13,7,1,14,11,2,10,8,12,15,6,0,4,5
9,3,5,0,11,2,4,13,14,8,15,7,1,12,10,6
5,3,12,7,8,6,10,2,1,11,15,13,0,9,4,14
11,1,15,10,5,12,6,0,4,2,13,9,3,8,7,14
11,6,8,12,7,2,13,10,1,3,0,14,5,9,15,4
12,8,6,10,1,5,3,9,13,15,11,14,4,0,2,7
0,15,7,8,14,1,9,10,5,12,11,2,4,3,6,13
2,13,12,3,15,5,7,6,0,14,8,11,1,4,10,9
2,13,8,14,7,15,3,0,6,5,11,4,12,9,10,1
5,4,15,10,6,1,2,12,8,11,7,3,14,0,9,13
15,4,3,9,10,5,6,2,13,14,8,1,7,12,11,0
4,15,5,6,7,9,3,12,2,14,8,11,10,13,0,1
0,11,13,10,14,3,9,12,4,6,7,8,2,15,1,5
7,4,2,3,14,5,0,8,1,6,11,15,12,9,10,13
7,5,8,9,10,4,14,12,13,0,1,15,11,2,3,6
15,14,12,9,8,1,0,10,4,3,2,11,7,13,5,6
13,11,10,6,3,9,8,1,14,0,4,5,12,7,15,2
11,9,4,15,1,13,8,7,14,10,2,6,0,3,5,12
13,6,5,9,10,2,0,4,15,8,12,7,14,3,11,1
11,5,10,14,9,12,6,13,1,2,7,3,15,8,0,4
14,11,8,4,12,0,13,15,6,2,3,5,7,10,1,9
6,3,2,9,8,7,14,13,1,0,4,12,15,5,11,10
9,15,13,7,3,5,0,10,2,14,4,1,6,12,8,11
11,10,14,0,5,8,2,15,12,6,9,7,13,3,1,4
3,9,4,10,2,6,5,8,15,1,7,14,11,13,12,0
