4,14,11,12,7,9,5,1,15,10,0,6,13,3,2,8
7,14,1,9,0,13,11,2,3,12,15,8,4,6,10,5
4,11,2,10,14,8,13,3,0,15,12,1,5,9,6,7
13,12,9,7,3,0,15,10,2,8,4,6,11,1,14,5
14,1,5,3,9,6,15,13,4,10,11,12,8,2,7,0
14,10,15,11,1,4,7,9,2,5,8,13,3,0,12,6
6,14,1,5,4,10,11,8,0,13,2,7,12,15,9,3
2,3,5,1,11,9,13,0,7,6,12,8,4,10,14,15
2,6,1,8,4,3,5,10,14,9,12,15,13,0,7,11
14,12,11,13,4,9,1,8,0,3,15,6,2,7,5,10
6,14,8,4,5,13,9,7,3,2,0,15,11,10,12,1
11,5,14,0,10,3,8,9,15,1,13,6,7,4,2,12
12,1,6,3,9,10,2,14,5,7,11,4,0,15,13,8
5,6,0,14,15,4,11,9,8,13,7,3,12,2,1,10
5,6,0,15,8,4,9,11,12,13,10,1,7,2,3,14
11,2,12,14,15,13,10,3,7,8,9,1,4,6,5,0
4,5,13,11,12,8,10,9,7,6,14,2,3,15,0,1
9,2,0,8,10,6,15,13,3,14,7,12,11,1,4,5
1,4,11,7,6,5,15,14,8,10,3,2,13,9,12,0
14,0,9,8,4,5,1,13,2,6,11,7,15,3,12,10
11,10,14,6,4,7,13,8,1,0,15,2,12,5,9,3
6,2,15,14,7,1,10,5,9,8,11,0,13,4,3,12
15,3,1,4,7,9,2,5,0,11,13,12,8,14,6,10
3,13,0,9,12,5,8,10,14,1,2,6,11,4,15,7
4,7,0,2,9,12,11,10,5,1,3,8,14,13,15,6
9,14,11,10,2,8,7,12,1,15,6,4,3,13,0,5
9,0,14,11,10,2,8,3,6,5,7,15,12,13,4,1
2,6,13,4,7,5,8,12,15,11,10,14,9,1,0,3
3,1,0,5,2,11,4,8,12,14,15,6,9,7,13,10
3,1,0,4,7,12,9,15,8,2,6,11,10,14,5,13
