2,12,15,14,6,3,1,7,8,13,5,11,9,10,0,4
12,13,11,8,7,6,5,9,4,15,0,14,1,3,10,2
12,8,15,6,10,0,13,1,2,5,14,4,7,11,3,9
11,13,14,10,2,15,4,3,7,6,9,5,0,1,8,12
9,11,2,6,8,0,14,1,7,13,4,3,5,10,12,15
8,6,2,11,15,7,14,0,13,3,9,1,5,12,4,10
1,15,14,12,6,7,0,3,13,11,2,10,5,9,8,4
8,15,10,1,4,2,14,12,9,5,7,0,13,11,6,3
7,9,2,0,10,5,14,11,8,15,1,6,4,12,3,13
0,10,11,12,1,7,8,5,3,6,9,4,2,13,14,15
5,3,13,7,2,12,11,10,1,6,15,0,8,14,4,9
12,8,15,5,1,14,11,3,6,7,10,2,13,4,9,0
3,6,1,7,8,5,13,15,11,0,2,12,10,4,14,9
2,1,9,8,15,6,7,10,14,11,12,3,0,5,4,13
7,5,10,0,12,4,6,2,11,3,1,8,9,13,14,15
11,13,14,7,4,9,6,5,3,0,8,1,2,12,15,10
10,3,1,8,12,15,6,5,14,0,4,13,9,2,7,11
1,0,3,10,8,2,13,6,14,15,7,4,9,11,5,12
4,13,7,11,15,2,9,6,0,3,12,10,1,8,5,14
7,12,0,11,9,3,13,1,5,10,4,14,2,8,15,6
2,0,12,15,1,4,5,7,13,3,14,9,10,6,11,8
2,3,6,10,9,14,1,13,11,5,0,7,12,8,4,15
12,7,2,13,6,0,9,14,15,3,8,10,1,5,4,11
3,1,0,7,11,9,14,6,15,4,2,5,10,13,8,12
10,1,14,6,2,12,15,8,5,13,9,4,7,0,11,3
15,5,7,4,6,8,3,10,13,12,1,2,9,0,14,11
15,0,2,10,8,3,9,11,1,6,14,7,4,13,5,12
9,13,12,5,6,7,10,15,11,4,14,2,8,0,3,1
12,10,0,2,15,3,6,9,5,1,8,14,13,4,7,11
0,7,12,8,5,9,13,14,3,4,2,11,1,6,10,15
