6,2,5,9,15,10,3,1,13,14,12,4,8,11,7,0
9,0,11,8,12,10,3,15,1,13,7,5,6,2,4,14
1,4,8,15,7,13,5,6,2,14,10,3,11,0,12,9
15,10,12,7,0,6,4,9,2,5,8,14,11,13,1,3
14,4,5,13,11,3,7,12,2,9,10,6,1,0,8,15
6,14,2,13,1,10,3,9,5,15,0,12,4,11,7,8
14,5,10,0,8,7,2,13,11,15,9,12,3,1,4,6
3,14,11,15,10,0,12,5,7,13,6,4,8,2,9,1
1,13,7,4,10,14,6,11,15,0,2,5,9,12,3,8
9,11,13,8,4,6,10,1,14,7,5,2,3,15,0,12
15,5,4,10,7,11,8,9,12,13,3,6,0,14,1,2
5,4,0,15,8,11,2,3,7,9,12,1,6,13,14,10
0,9,15,8,3,10,12,2,13,4,1,7,6,5,14,11
12,6,3,4,5,9,2,14,11,13,7,8,0,10,15,1
0,14,10,5,11,9,1,8,7,12,6,4,15,3,13,2
14,3,9,6,4,2,12,11,5,0,10,1,8,15,7,13
15,10,2,12,8,0,6,9,3,13,5,4,7,14,11,1
3,0,10,11,9,2,4,14,8,7,1,5,15,6,13,12
9,6,2,5,8,14,3,10,12,13,11,0,1,7,4,15
12,4,5,8,7,10,1,11,15,2,6,13,9,3,14,0
14,2,7,13,3,5,10,12,6,4,9,15,1,0,11,8
14,5,1,3,8,6,11,4,13,7,10,2,15,12,9,0
12,9,14,15,4,2,13,8,0,3,10,6,11,7,5,1
2,1,11,7,14,0,6,10,3,12,8,15,13,4,9,5
12,15,4,6,5,8,2,13,14,0,7,1,9,11,3,10
15,1,14,2,4,9,5,10,8,13,6,0,7,11,3,12
12,0,1,5,7,10,6,14,15,3,9,11,4,8,13,2
15,8,12,5,11,7,10,13,4,6,2,1,9,14,0,3
12,5,9,7,15,1,14,13,3,10,0,4,6,11,2,8
8,4,2,13,3,15,12,0,6,9,10,5,1,11,7,14
