10,9,13,7,11,4,8,15,12,1,5,14,6,3,0,2
15,14,9,4,11,2,0,3,8,13,7,6,12,1,10,5
5,1,9,7,8,2,3,14,10,15,4,11,12,6,13,0
4,3,9,5,7,14,6,1,0,11,12,13,10,2,15,8
0,12,7,5,3,15,13,6,4,10,11,1,14,8,9,2
14,11,13,12,1,4,2,15,10,8,9,6,0,3,7,5
10,8,9,5,15,11,3,13,2,14,12,1,6,7,4,0
14,3,9,6,4,2,15,7,13,12,8,5,1,10,11,0
6,0,13,7,2,3,8,10,9,1,5,12,15,4,14,11
4,3,15,7,13,2,5,8,6,0,1,11,10,14,9,12
8,2,0,1,12,3,6,15,14,7,13,9,11,4,10,5
2,6,8,10,1,5,3,14,15,7,4,13,11,12,9,0
3,12,10,14,8,9,13,6,0,2,5,7,4,15,11,1
2,8,1,7,15,3,14,5,4,12,10,6,13,11,0,9
8,11,6,10,14,4,13,7,12,15,9,2,5,0,3,1
12,9,1,11,8,13,4,3,15,2,0,5,7,14,6,10
14,2,6,4,5,8,11,12,3,15,9,13,10,0,1,7
5,14,0,6,7,8,11,4,12,2,10,15,13,9,1,3
6,5,9,15,3,2,8,4,10,0,11,1,7,14,12,13
10,12,3,9,8,7,14,5,0,1,13,2,6,4,11,15
8,7,13,10,0,1,14,6,2,11,15,12,5,3,9,4
10,1,7,14,6,15,2,12,13,8,5,4,3,0,11,9
4,2,10,7,14,8,11,0,5,9,6,15,13,12,3,1
15,9,13,3,8,10,1,0,5,11,12,14,2,6,4,7
6,5,1,0,14,3,8,12,2,7,10,4,9,15,13,11
15,6,3,7,8,0,10,9,14,2,12,4,13,5,1,11
1,9,6,7,13,8,2,4,0,14,3,10,11,12,15,5
0,3,11,7,5,2,10,13,6,4,12,14,1,15,9,8
5,2,3,15,8,7,10,6,13,9,0,14,1,12,4,11
11,0,4,8,6,2,15,13,12,14,1,7,9,5,10,3
