10,11,15,0,6,1,3,9,13,5,8,2,4,14,12,7
9,6,1,14,7,3,5,0,12,13,4,2,15,11,8,10
15,6,11,14,9,1,0,3,5,13,4,12,10,7,2,8
12,9,2,15,3,5,1,4,0,11,8,7,13,14,10,6
12,6,3,13,15,14,10,11,4,1,8,5,7,9,0,2
4,6,15,8,14,13,9,1,2,10,11,0,3,7,5,12
11,13,9,14,3,2,1,8,12,7,0,5,4,10,15,6
13,10,8,2,14,5,1,12,7,15,11,3,4,9,6,0
14,13,15,1,7,3,9,5,0,6,8,11,12,10,4,2
0,8,4,10,1,14,12,13,5,11,3,9,6,7,15,2
15,1,11,12,5,4,8,3,10,14,13,0,6,9,2,7
3,6,13,2,1,9,14,8,10,7,4,15,5,11,12,0
0,1,13,5,8,2,6,9,7,10,3,15,14,12,4,11
2,0,10,12,11,6,14,15,8,3,13,5,7,1,4,9
10,7,1,4,3,6,15,11,9,8,12,13,0,5,2,14
14,15,7,4,8,9,13,10,2,12,0,6,3,5,11,1
1,2,9,0,14,8,7,6,10,5,11,3,15,4,13,12
6,15,2,8,5,10,12,0,13,3,14,9,4,7,1,11
1,2,3,15,14,12,11,13,8,5,6,10,7,4,9,0
11,15,13,10,7,9,12,2,1,14,8,0,3,5,4,6
0,4,8,14,9,12,5,1,7,11,13,6,3,15,10,2
5,1,7,10,0,9,2,3,13,8,4,12,11,15,6,14
9,5,10,6,8,12,11,7,0,14,3,15,2,13,1,4
8,14,15,6,12,2,4,11,13,1,7,3,9,0,10,5
8,3,12,10,15,14,11,6,13,7,2,9,1,4,5,0
0,4,1,5,12,15,8,2,7,13,14,3,10,9,11,6
4,6,9,15,8,7,0,11,10,2,13,14,12,1,5,3
12,7,11,1,5,8,4,9,14,3,2,15,13,10,6,0
4,10,6,15,7,1,13,0,11,5,14,12,2,3,8,9
14,0,3,9,13,8,2,12,5,10,6,11,15,7,1,4
